"URN","LA (code)","LA (name)","EstablishmentNumber","EstablishmentName","TypeOfEstablishment (name)","EstablishmentTypeGroup (name)","EstablishmentStatus (name)","ReasonEstablishmentOpened (name)","OpenDate","ReasonEstablishmentClosed (name)","CloseDate","PhaseOfEducation (name)","StatutoryLowAge","StatutoryHighAge","Boarders (name)","NurseryProvision (name)","OfficialSixthForm (name)","Gender (name)","ReligiousCharacter (name)","ReligiousEthos (name)","Diocese (name)","AdmissionsPolicy (name)","SchoolCapacity","SpecialClasses (name)","CensusDate","NumberOfPupils","NumberOfBoys","NumberOfGirls","PercentageFSM","TrustSchoolFlag (name)","Trusts (name)","SchoolSponsorFlag (name)","SchoolSponsors (name)","FederationFlag (name)","Federations (name)","UKPRN","FEHEIdentifier","FurtherEducationType (name)","OfstedLastInsp","LastChangedDate","Street","Locality","Address3","Town","County (name)","Postcode","SchoolWebsite","TelephoneNum","HeadTitle (name)","HeadFirstName","HeadLastName","HeadPreferredJobTitle","BSOInspectorateName (name)","InspectorateReport","DateOfLastInspectionVisit","NextInspectionVisit","TeenMoth (name)","TeenMothPlaces","CCF (name)","SENPRU (name)","EBD (name)","PlacesPRU","FTProv (name)","EdByOther (name)","Section41Approved (name)","SEN1 (name)","SEN2 (name)","SEN3 (name)","SEN4 (name)","SEN5 (name)","SEN6 (name)","SEN7 (name)","SEN8 (name)","SEN9 (name)","SEN10 (name)","SEN11 (name)","SEN12 (name)","SEN13 (name)","TypeOfResourcedProvision (name)","ResourcedProvisionOnRoll","ResourcedProvisionCapacity","SenUnitOnRoll","SenUnitCapacity","GOR (name)","DistrictAdministrative (name)","AdministrativeWard (name)","ParliamentaryConstituency (name)","UrbanRural (name)","GSSLACode (name)","Easting","Northing","CensusAreaStatisticWard (name)","MSOA (name)","LSOA (name)","InspectorateName (name)","SENStat","SENNoStat","PropsName","OfstedRating (name)","RSCRegion (name)","Country (name)","UPRN","SiteName","QABName (name)","EstablishmentAccredited (name)","QABReport","CHNumber","MSOA (code)","LSOA (code)"
125404,"936","Surrey","6422","St John's Beaumont School","Other independent school","Independent schools","Open","Not applicable","15-10-1927","Not applicable","","Not applicable",3,13,"Boarding school","Has Nursery Classes","Does not have a sixth form","Boys","Roman Catholic","Roman Catholic","Not applicable","Non-selective",338,"No Special Classes","16-01-2020","265","265","0","0","Not applicable","","Not applicable","","Not applicable","",10018734,"","Not applicable","","18-02-2021","Priest Hill","Old Windsor","","Windsor","","SL4 2JN","http://www.sjbwindsor.uk","01784432428","Mr","Giles","Delaney","Headmaster","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not approved","","","","","","","","","","","","","","Not applicable","","","","","South East","Runnymede","Englefield Green West","Runnymede and Weybridge","(England/Wales) Urban city and town","E10000030",498960,172657,"","Runnymede 002","Runnymede 002C","ISI",1,43,"The Society of Jesus 1929 Trust","","South-East England and South London","","200004035154","","Not applicable","Not applicable","","","E02006394","E01030673"
125405,"936","Surrey","6435","Little Downsend Leatherhead","Other independent school","Independent schools","Open","Not applicable","14-11-1957","Not applicable","","Not applicable",1,5,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","None","None","Not applicable","Non-selective",144,"No Special Classes","16-01-2020","100","50","50","0.0","Not applicable","","Not applicable","","Not applicable","",10073497,"","Not applicable","","17-03-2021","13 Epsom Road","","","Leatherhead","Surrey","KT22 8ST","www.downsend.co.uk","01372385437","Mrs","Vanessa","Conlan","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not approved","","","","","","","","","","","","","","","","","","","South East","Mole Valley","Leatherhead South","Mole Valley","(England/Wales) Urban major conurbation","E10000030",517207,156804,"","Mole Valley 004","Mole Valley 004B","ISI",2,11,"Cognita Schools Ltd","","South-East England and South London","","200000162886","","Not applicable","Not applicable","","","E02006365","E01030552"
125406,"936","Surrey","6438","Copthorne Preparatory School","Other independent school","Independent schools","Open","Not applicable","01-01-1923","Not applicable","","Not applicable",2,13,"Boarding school","Has Nursery Classes","Does not have a sixth form","Mixed","None","None","Not applicable","Not applicable",360,"No Special Classes","16-01-2020","352","191","161","0","Not applicable","","Not applicable","","Not applicable","",10018640,"","Not applicable","","17-03-2021","Effingham Lane","Copthorne","","Crawley","West Sussex","RH10 3HR","www.copthorneprep.co.uk","01342712311","Mr","Chris","Jones","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not approved","","","","","","","","","","","","","","","","","","","South East","Tandridge","Burstow, Horne and Outwood","East Surrey","(England/Wales) Rural town and fringe","E10000030",533158,139449,"","Tandridge 011","Tandridge 011D","ISI",0,50,"","","South-East England and South London","","100062694219","","Not applicable","Not applicable","","","E02006438","E01030819"
125407,"936","Surrey","6444","Hall Grove School","Other independent school","Independent schools","Open","Not applicable","05-03-1959","Not applicable","","Not applicable",3,13,"Boarding school","Has Nursery Classes","Does not have a sixth form","Mixed","None","None","Not applicable","Not applicable",500,"No Special Classes","16-01-2020","425","284","141","0","Not applicable","","Not applicable","","Not applicable","",10027372,"","Not applicable","","09-12-2020","London Road","","","Bagshot","Surrey","GU19 5HZ","www.hallgrove.co.uk","01276473059","Mr","A R","Graham","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not approved","","","","","","","","","","","","","","","","","","","South East","Surrey Heath","Bagshot","Surrey Heath","(England/Wales) Rural hamlet and isolated dwellings","E10000030",492053,164206,"","Surrey Heath 002","Surrey Heath 002B","ISI",0,60,"Alastair Graham","","South-East England and South London","","100062330875","","Not applicable","Not applicable","","","E02006417","E01030758"
125411,"936","Surrey","6503","Halliford School","Other independent school","Independent schools","Open","Not applicable","03-10-1957","Not applicable","","Not applicable",11,19,"No boarders","No Nursery Classes","Has a sixth form","Boys","None","None","Not applicable","Not applicable",450,"No Special Classes","16-01-2020","419","414","5","0.0","Not applicable","","Not applicable","","Not applicable","",10008259,"","Not applicable","","12-04-2021","Russell Road","","","Shepperton","","TW17 9HX","www.hallifordschool.co.uk","01932223593","Mr","James","Davies","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not approved","","","","","","","","","","","","","","","","","","","South East","Spelthorne","Shepperton Town","Spelthorne","(England/Wales) Urban major conurbation","E10000030",508318,166837,"","Spelthorne 013","Spelthorne 013D","ISI",1,18,"","","South-East England and South London","","33041789","","Not applicable","Not applicable","","","E02006415","E01030733"
125414,"936","Surrey","6510","Staines Preparatory School","Other independent school","Independent schools","Open","Not applicable","30-10-1957","Not applicable","","Not applicable",3,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","None","None","Not applicable","Non-selective",374,"No Special Classes","16-01-2020","346","182","164","0.0","Not applicable","","Not applicable","","Not applicable","",10080501,"","Not applicable","","08-04-2021","3 Gresham Road","","","Staines-upon-Thames","","TW18 2BT","www.stainesprep.co.uk","01784450909","Ms","Samantha","Sawyer","Headmistress","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not approved","","","","","","","","","","","","","","","","","","","South East","Spelthorne","Staines","Spelthorne","(England/Wales) Urban major conurbation","E10000030",504360,171366,"","Spelthorne 004","Spelthorne 004D","ISI",0,35,"","","South-East England and South London","United Kingdom","33029973","","Not applicable","Not applicable","","","E02006406","E01030737"
125416,"936","Surrey","6519","Cranmore","Other independent school","Independent schools","Open","Not applicable","25-07-1968","Not applicable","","Not applicable",2,13,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Roman Catholic","Roman Catholic","Not applicable","",525,"No Special Classes","16-01-2020","364","314","50","0.0","Not applicable","","Not applicable","","Not applicable","",10018456,"","Not applicable","","08-10-2020","Epsom Road","West Horsley","","Leatherhead","Surrey","KT24 6AT","www.cranmore.org","01483280340","Mr","Barry","Everitt","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not approved","","","","","","","","","","","","","","","","","","","South East","Guildford","Clandon and Horsley","Mole Valley","(England/Wales) Rural village","E10000030",508004,152498,"","Guildford 003","Guildford 003A","ISI",1,38,"Effingham Schools Trust","","South-East England and South London","","100062371846","","Not applicable","Not applicable","","","E02006346","E01030441"
125420,"936","Surrey","6528","Essendene Lodge School","Other independent school","Independent schools","Open","Not applicable","08-11-1973","Not applicable","","Not applicable",2,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","None","None","Not applicable","Non-selective",163,"No Special Classes","16-01-2020","107","63","44","0.0","Not applicable","","Not applicable","","Not applicable","",10071089,"","Not applicable","","03-02-2021","Essendene Road","Caterham","Surrey","Caterham","Surrey","CR3 5PB","www.essendenelodge.co.uk","01883348349","Mrs","Kishwar","Ali","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not approved","","","","","","","","","","","","","","","","","","","South East","Tandridge","Queens Park","East Surrey","(England/Wales) Urban major conurbation","E10000030",533435,156057,"","Tandridge 005","Tandridge 005B","ISI",0,19,"Inspired Learning Group","","South-East England and South London","","","","Not applicable","Not applicable","","","E02006432","E01030847"
125421,"936","Surrey","6529","ACS Cobham International School","Other independent school","Independent schools","Open","Not applicable","29-10-1975","Not applicable","","Not applicable",3,18,"Boarding school","Has Nursery Classes","Has a sixth form","Mixed","None","None","Not applicable","Not applicable",1500,"No Special Classes","16-01-2020","1272","666","606","0.0","Not applicable","","Not applicable","","Not applicable","",10043891,"","Not applicable","","06-04-2021","Heywood","Portsmouth Road","","Cobham","Surrey","KT11 1BL","www.acs-schools.com","01932867251","Mr","Barnaby","Sandow","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not approved","","","","","","","","","","","","","","","","","","","South East","Elmbridge","Cobham and Downside","Esher and Walton","(England/Wales) Urban city and town","E10000030",511560,162118,"","Elmbridge 017","Elmbridge 017F","ISI",3,342,"ACS International Schools Limited","","South-East England and South London","","10033315142","","Not applicable","Not applicable","","","E02006333","E01030306"
125422,"936","Surrey","6531","Reigate Grammar School","Other independent school","Independent schools","Open","Not applicable","01-01-1976","Not applicable","","Not applicable",2,18,"No boarders","Has Nursery Classes","Has a sixth form","Mixed","None","None","Not applicable","Not applicable",1480,"No Special Classes","16-01-2020","1407","707","700","0.0","Not applicable","","Not applicable","","Not applicable","",10007992,"","Not applicable","","07-04-2021","Reigate Road","","","Reigate","Surrey","RH2 0QS","www.reigategrammar.org","01737222231","Mr","S","Fenton","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not approved","","","","","","","","","","","","","","","","","","","South East","Reigate and Banstead","Reigate","Reigate","(England/Wales) Urban city and town","E10000030",526242,150154,"","Reigate and Banstead 012","Reigate and Banstead 012E","ISI",1,44,"","","South-East England and South London","","68136099","","Not applicable","Not applicable","","","E02006386","E01030621"
125423,"936","Surrey","6532","T A S I S","Other independent school","Independent schools","Open","Not applicable","25-10-1976","Not applicable","","Not applicable",3,18,"Boarding school","Has Nursery Classes","Has a sixth form","Mixed","None","None","Not applicable","Not applicable",800,"No Special Classes","16-01-2020","654","310","344","0.0","Not applicable","","Not applicable","","Not applicable","",10018189,"","Not applicable","","21-04-2021","Coldharbour Lane","Thorpe","","Egham","Surrey","TW20 8TE","www.tasisengland.org","01932565252","Mr","Bryan","Nixon","Head of School","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not approved","","","","","","","","","","","","","","","","","","","South East","Runnymede","Thorpe","Runnymede and Weybridge","(England/Wales) Urban city and town","E10000030",502519,168830,"","Runnymede 004","Runnymede 004C","ISI",0,113,"","","South-East England and South London","","100062599511","","Not applicable","Not applicable","","","E02006396","E01030685"
125424,"936","Surrey","6534","Royal Grammar School","Other independent school","Independent schools","Open","Not applicable","01-09-1977","Not applicable","","Not applicable",11,18,"No boarders","No Nursery Classes","Has a sixth form","Boys","Christian","Inter- / non- denominational","Not applicable","Selective",1000,"No Special Classes","16-01-2020","954","954","0","","Not applicable","","Not applicable","","Not applicable","",10017351,"","Not applicable","","09-04-2021","High Street","Guildford","Surrey","","","GU1 3BB","www.rgs-guildford.co.uk","01483880600","Dr","Jon","Cox","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not approved","","","","","","","","","","","","","","","","","","","South East","Guildford","Holy Trinity","Guildford","(England/Wales) Urban city and town","E10000030",499967,149662,"","Guildford 013","Guildford 013E","ISI",0,133,"","","South-East England and South London","","100062319746","","Not applicable","Not applicable","","","E02006356","E01030455"
125425,"936","Surrey","6535","Sir William Perkins's School","Other independent school","Independent schools","Open","Not applicable","22-09-1978","Not applicable","","Not applicable",11,19,"No boarders","No Nursery Classes","Has a sixth form","Girls","None","None","Not applicable","Selective",620,"No Special Classes","16-01-2020","585","0","585","0.0","Not applicable","","Not applicable","","Not applicable","",10013281,"","Not applicable","","08-01-2021","Guildford Road","","","Chertsey","","KT16 9BN","www.swps.org.uk","01932574900","Mr","C C","Muller","Head","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not approved","","","","","","","","","","","","","","","","","","","South East","Runnymede","Chertsey Riverside","Runnymede and Weybridge","(England/Wales) Urban major conurbation","E10000030",503675,166356,"","Runnymede 006","Runnymede 006D","ISI",1,65,"","","South-East England and South London","United Kingdom","100062364222","","Not applicable","Not applicable","","","E02006398","E01030657"
125427,"936","Surrey","6538","Caterham School","Other independent school","Independent schools","Open","Not applicable","30-09-1980","Not applicable","","Not applicable",10,19,"Boarding school","No Nursery Classes","Has a sixth form","Mixed","Christian","United Reformed Church","Not applicable","Selective",960,"No Special Classes","16-01-2020","933","504","429","0.0","Not applicable","","Not applicable","","Not applicable","",10008153,"","Not applicable","","01-03-2021","Harestone Valley Road","","","Caterham","Surrey","CR3 6YA","www.caterhamschool.co.uk","01883343028","Mr","Ceri","Jones","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not approved","","","","","","","","","","","","","","","","","","","South East","Tandridge","Harestone","East Surrey","(England/Wales) Urban major conurbation","E10000030",533568,154347,"","Tandridge 004","Tandridge 004A","ISI",0,120,"Caterham School Ltd","","South-East England and South London","","100061572506","","Not applicable","Not applicable","","","E02006431","E01030828"
125428,"936","Surrey","6539","The Yehudi Menuhin School","Other independent school","Independent schools","Open","Not applicable","30-09-1980","Not applicable","","Not applicable",8,19,"Boarding school","No Nursery Classes","Has a sixth form","Mixed","None","None","Not applicable","Not applicable",100,"No Special Classes","16-01-2020","84","38","46","0.0","Not applicable","","Not applicable","","Not applicable","",10007693,"","Not applicable","","10-03-2021","Stoke D'Abernon","Cobham","Surrey","Cobham","Surrey","KT11 3QQ","www.menuhinschool.co.uk","01932864739","Mr","Ben","Gudgeon","Headmaster","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not approved","","","","","","","","","","","","","","","","","","","South East","Mole Valley","Fetcham West","Mole Valley","(England/Wales) Urban major conurbation","E10000030",513252,157617,"","Mole Valley 005","Mole Valley 005E","ISI",0,3,"","","South-East England and South London","","100062135981","","Not applicable","Not applicable","","","E02006366","E01030543"
125429,"936","Surrey","6543","Coworth-Flexlands School","Other independent school","Independent schools","Open","Not applicable","10-12-1964","Not applicable","","Not applicable",2,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Christian","Christian","Not applicable","Non-selective",290,"No Special Classes","16-01-2020","119","16","103","0.0","Not applicable","","Not applicable","","Not applicable","",10080500,"","Not applicable","","16-03-2021","Valley End","Chobham","","Woking","Surrey","GU24 8TE","www.coworthflexlands.co.uk","01276855707","Miss","Nicola","Cowell","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not approved","","","","","","","","","","","","","","","","","","","South East","Surrey Heath","Windlesham & Chobham","Surrey Heath","(England/Wales) Rural hamlet and isolated dwellings","E10000030",495793,164622,"","Surrey Heath 001","Surrey Heath 001A","ISI",0,16,"United Church Schools Trust","","South-East England and South London","","10002672062","","Not applicable","Not applicable","","","E02006416","E01030763"
125432,"936","Surrey","6548","Little Downsend Ashtead","Other independent school","Independent schools","Open","Not applicable","28-11-1984","Not applicable","","Not applicable",2,6,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","None","Multi-faith","Not applicable","Non-selective",82,"No Special Classes","16-01-2020","61","38","23","0.0","Not applicable","","Not applicable","","Not applicable","",10073496,"","Not applicable","","13-04-2021","22 Oakfield Road","","","Ashtead","Surrey","KT21 2RE","www.downsend.co.uk","01372385439","Mrs","Vanessa","Conlan","Head Teacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not approved","","","","","","","","","","","","","","","","","","","South East","Mole Valley","Ashtead Village","Epsom and Ewell","(England/Wales) Urban major conurbation","E10000030",518031,158419,"","Mole Valley 002","Mole Valley 002D","ISI",0,5,"Cognita Schools Ltd","","South-East England and South London","","100062368726","","Not applicable","Not applicable","","","E02006363","E01030512"
125434,"936","Surrey","6551","Moon Hall School for Dyslexic Children","Other independent special school","Special schools","Open","Not applicable","02-06-1986","Not applicable","","Not applicable",7,11,"No boarders","No Nursery Classes","Not applicable","Mixed","None","Church of England","Not applicable","Not applicable",56,"Has Special Classes","16-01-2020","50","25","25","0.0","Not applicable","","Not applicable","","Not applicable","",10018517,"","Not applicable","12-05-2006","21-01-2021","Holmbury St Mary","","","Dorking","Surrey","RH5 6LQ","","01306731464","Mrs","Sarah","George","Headmistress","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not approved","SpLD - Specific Learning Difficulty","","","","","","","","","","","","","","","","","","South East","Mole Valley","Leith Hill","Mole Valley","(England/Wales) Rural hamlet and isolated dwellings","E10000030",511908,144447,"","Mole Valley 012","Mole Valley 012B","Ofsted",13,37,"","","South-East England and South London","","200000168535","","Not applicable","Not applicable","","","E02006373","E01030555"
